# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
10 6 6 595652
11 6 6 595652
12 6 6 595652
13 6 6 595652
14 6 6 595652
15 6 6 595652
0 7 6 595652
1 7 6 595652
2 7 6 595652
3 7 6 595652
4 7 6 595652
5 7 6 595652
6 7 6 595652
7 7 6 595652
8 7 6 595652
9 7 6 595652
10 7 6 595652
11 7 6 595652
12 7 6 595652
13 7 6 595652
14 7 6 595652
15 7 6 595652
0 8 6 595652
1 8 6 595652
2 8 6 595652
3 8 6 595652
4 8 6 595652
5 8 6 595652
6 8 6 595652
7 8 6 595652
8 8 6 595652
9 8 6 595652
10 8 6 595652
11 8 6 595652
12 8 6 595652
13 8 6 595652
14 8 6 595652
15 8 6 595652
0 9 6 595652
1 9 6 595652
2 9 6 595652
3 9 6 595652
4 9 6 595652
5 9 6 595652
6 9 6 595652
7 9 6 595652
8 9 6 595652
9 9 6 595652
10 9 6 595652
11 9 6 595652
12 9 6 595652
13 9 6 595652
14 9 6 595652
15 9 6 595652
0 10 6 595652
1 10 6 595652
2 10 6 595652
3 10 6 595652
4 10 6 595652
5 10 6 595652
6 10 6 595652
7 10 6 595652
8 10 6 595652
9 10 6 595652
10 10 6 595652
11 10 6 595652
12 10 6 595652
13 10 6 595652
14 10 6 595652
15 10 6 595652
0 11 6 595652
1 11 6 595652
2 11 6 595652
3 11 6 595652
4 11 6 595652
5 11 6 595652
6 11 6 595652
7 11 6 595652
8 11 6 595652
9 11 6 595652
10 11 6 595652
11 11 6 595652
12 11 6 595652
13 11 6 595652
14 11 6 595652
15 11 6 595652
0 12 6 595652
1 12 6 595652
2 12 6 595652
3 12 6 595652
4 12 6 595652
5 12 6 595652
6 12 6 595652
7 12 6 595652
8 12 6 595652
9 12 6 595652
10 12 6 595652
11 12 6 595652
12 12 6 595652
13 12 6 595652
14 12 6 595652
15 12 6 595652
0 13 6 595652
1 13 6 595652
2 13 6 595652
3 13 6 595652
4 13 6 595652
5 13 6 595652
6 13 6 595652
7 13 6 595652
8 13 6 595652
9 13 6 595652
10 13 6 595652
11 13 6 595652
12 13 6 595652
13 13 6 595652
14 13 6 595652
15 13 6 595652
0 14 6 595652
1 14 6 595652
2 14 6 595652
3 14 6 595652
4 14 6 595652
5 14 6 595652
6 14 6 595652
7 14 6 595652
8 14 6 595652
9 14 6 595652
10 14 6 595652
11 14 6 595652
12 14 6 595652
13 14 6 595652
14 14 6 595652
15 14 6 595652
0 15 6 595652
1 15 6 595652
2 15 6 595652
3 15 6 595652
4 15 6 595652
5 15 6 595652
6 15 6 595652
7 15 6 595652
8 15 6 595652
9 15 6 595652
10 15 6 595652
11 15 6 595652
12 15 6 595652
13 15 6 595652
14 15 6 595652
15 15 6 595652
0 0 7 595652
1 0 7 595652
2 0 7 595652
3 0 7 595652
4 0 7 595652
5 0 7 595652
6 0 7 595652
7 0 7 595652
8 0 7 595652
9 0 7 595652
10 0 7 595652
11 0 7 595652
12 0 7 595652
13 0 7 595652
14 0 7 595652
15 0 7 595652
0 1 7 595652
1 1 7 595652
2 1 7 595652
3 1 7 595652
4 1 7 595652
5 1 7 595652
6 1 7 595652
7 1 7 595652
8 1 7 595652
9 1 7 595652
10 1 7 595652
11 1 7 595652
12 1 7 595652
13 1 7 595652
14 1 7 595652
15 1 7 595652
0 2 7 595652
1 2 7 595652
2 2 7 595652
3 2 7 595652
4 2 7 595652
5 2 7 595652
6 2 7 595652
7 2 7 595652
8 2 7 595652
9 2 7 595652
10 2 7 595652
11 2 7 595652
12 2 7 595652
13 2 7 595652
14 2 7 595652
15 2 7 595652
0 3 7 595652
1 3 7 595652
2 3 7 595652
3 3 7 595652
4 3 7 595652
5 3 7 595652
6 3 7 595652
7 3 7 595652
8 3 7 595652
9 3 7 595652
10 3 7 595652
11 3 7 595652
12 3 7 595652
13 3 7 595652
14 3 7 595652
15 3 7 595652
0 4 7 595652
1 4 7 595652
2 4 7 595652
3 4 7 595652
4 4 7 595652
5 4 7 595652
6 4 7 595652
7 4 7 595652
8 4 7 595652
9 4 7 595652
10 4 7 595652
11 4 7 595652
12 4 7 595652
13 4 7 595652
14 4 7 595652
15 4 7 595652
0 5 7 595652
1 5 7 595652
2 5 7 595652
3 5 7 595652
4 5 7 595652
5 5 7 595652
6 5 7 595652
7 5 7 595652
8 5 7 595652
9 5 7 595652
10 5 7 595652
11 5 7 595652
12 5 7 595652
13 5 7 595652
14 5 7 595652
15 5 7 595652
0 6 7 595652
1 6 7 595652
2 6 7 595652
3 6 7 595652
4 6 7 595652
5 6 7 595652
6 6 7 595652
7 6 7 595652
8 6 7 595652
9 6 7 595652
10 6 7 595652
11 6 7 595652
12 6 7 595652
13 6 7 595652
14 6 7 595652
15 6 7 595652
0 7 7 595652
1 7 7 595652
2 7 7 595652
3 7 7 595652
4 7 7 595652
5 7 7 595652
6 7 7 595652
7 7 7 595652
8 7 7 595652
9 7 7 595652
10 7 7 595652
11 7 7 595652
12 7 7 595652
13 7 7 595652
14 7 7 595652
15 7 7 595652
0 8 7 595652
1 8 7 595652
2 8 7 595652
3 8 7 595652
4 8 7 595652
5 8 7 595652
6 8 7 595652
7 8 7 595652
8 8 7 595652
9 8 7 595652
10 8 7 595652
11 8 7 595652
12 8 7 595652
13 8 7 595652
14 8 7 595652
15 8 7 595652
0 9 7 595652
1 9 7 595652
2 9 7 595652
3 9 7 595652
4 9 7 595652
5 9 7 595652
6 9 7 595652
7 9 7 595652
8 9 7 595652
9 9 7 595652
10 9 7 595652
11 9 7 595652
12 9 7 595652
13 9 7 595652
14 9 7 595652
15 9 7 595652
0 10 7 595652
1 10 7 595652
2 10 7 595652
3 10 7 595652
4 10 7 595652
5 10 7 595652
6 10 7 595652
7 10 7 595652
8 10 7 595652
9 10 7 595652
10 10 7 595652
11 10 7 595652
12 10 7 595652
13 10 7 595652
14 10 7 595652
15 10 7 595652
0 11 7 595652
1 11 7 595652
2 11 7 595652
3 11 7 595652
4 11 7 595652
5 11 7 595652
6 11 7 595652
7 11 7 595652
8 11 7 595652
9 11 7 595652
10 11 7 595652
11 11 7 595652
12 11 7 595652
13 11 7 595652
14 11 7 595652
15 11 7 595652
0 12 7 595652
1 12 7 595652
2 12 7 595652
3 12 7 595652
4 12 7 595652
5 12 7 595652
6 12 7 595652
7 12 7 595652
8 12 7 595652
9 12 7 595652
10 12 7 595652
11 12 7 595652
12 12 7 595652
13 12 7 595652
14 12 7 595652
15 12 7 595652
0 13 7 595652
1 13 7 595652
2 13 7 595652
3 13 7 595652
4 13 7 595652
5 13 7 595652
6 13 7 595652
7 13 7 595652
8 13 7 595652
9 13 7 595652
10 13 7 595652
11 13 7 595652
12 13 7 595652
13 13 7 595652
14 13 7 595652
15 13 7 595652
0 14 7 595652
1 14 7 595652
2 14 7 595652
3 14 7 595652
4 14 7 595652
5 14 7 595652
6 14 7 595652
7 14 7 595652
8 14 7 595652
9 14 7 595652
10 14 7 595652
11 14 7 595652
12 14 7 595652
13 14 7 595652
14 14 7 595652
15 14 7 595652
0 15 7 595652
1 15 7 595652
2 15 7 595652
3 15 7 595652
4 15 7 595652
5 15 7 595652
6 15 7 595652
7 15 7 595652
8 15 7 595652
9 15 7 595652
10 15 7 595652
11 15 7 595652
12 15 7 595652
13 15 7 595652
14 15 7 595652
15 15 7 595652
0 0 8 595652
1 0 8 595652
2 0 8 595652
3 0 8 595652
4 0 8 595652
5 0 8 595652
6 0 8 595652
7 0 8 595652
8 0 8 595652
9 0 8 595652
10 0 8 595652
11 0 8 595652
12 0 8 595652
13 0 8 595652
14 0 8 595652
15 0 8 595652
0 1 8 595652
1 1 8 595652
2 1 8 595652
3 1 8 595652
4 1 8 595652
5 1 8 595652
6 1 8 595652
7 1 8 595652
8 1 8 595652
9 1 8 595652
10 1 8 595652
11 1 8 595652
12 1 8 595652
13 1 8 595652
14 1 8 595652
15 1 8 595652
0 2 8 595652
1 2 8 595652
2 2 8 595652
3 2 8 595652
4 2 8 595652
5 2 8 595652
6 2 8 595652
7 2 8 595652
8 2 8 595652
9 2 8 595652
10 2 8 595652
11 2 8 595652
12 2 8 595652
13 2 8 595652
14 2 8 595652
15 2 8 595652
0 3 8 595652
1 3 8 595652
2 3 8 595652
3 3 8 595652
4 3 8 595652
5 3 8 595652
6 3 8 595652
7 3 8 595652
8 3 8 595652
9 3 8 595652
10 3 8 595652
11 3 8 595652
12 3 8 595652
13 3 8 595652
14 3 8 595652
15 3 8 595652
0 4 8 595652
1 4 8 595652
2 4 8 595652
3 4 8 595652
4 4 8 595652
5 4 8 595652
6 4 8 595652
7 4 8 595652
8 4 8 595652
9 4 8 595652
10 4 8 595652
11 4 8 595652
12 4 8 595652
13 4 8 595652
14 4 8 595652
15 4 8 595652
0 5 8 595652
1 5 8 595652
2 5 8 595652
3 5 8 595652
4 5 8 595652
5 5 8 595652
6 5 8 595652
7 5 8 595652
8 5 8 595652
9 5 8 595652
10 5 8 595652
11 5 8 595652
12 5 8 595652
13 5 8 595652
14 5 8 595652
15 5 8 595652
0 6 8 595652
1 6 8 595652
2 6 8 595652
3 6 8 595652
4 6 8 595652
5 6 8 595652
6 6 8 595652
7 6 8 595652
8 6 8 595652
9 6 8 595652
10 6 8 595652
11 6 8 595652
12 6 8 595652
13 6 8 595652
14 6 8 595652
15 6 8 595652
0 7 8 595652
1 7 8 595652
2 7 8 595652
3 7 8 595652
4 7 8 595652
5 7 8 595652
6 7 8 595652
7 7 8 595652
8 7 8 595652
9 7 8 595652
10 7 8 595652
11 7 8 595652
12 7 8 595652
13 7 8 595652
14 7 8 595652
15 7 8 595652
0 8 8 595652
1 8 8 595652
2 8 8 595652
3 8 8 595652
4 8 8 595652
5 8 8 595652
6 8 8 595652
7 8 8 595652
8 8 8 595652
9 8 8 595652
10 8 8 595652
11 8 8 595652
12 8 8 595652
13 8 8 595652
14 8 8 595652
15 8 8 595652
0 9 8 595652
1 9 8 595652
2 9 8 595652
3 9 8 595652
4 9 8 595652
5 9 8 595652
6 9 8 595652
7 9 8 595652
8 9 8 595652
9 9 8 595652
10 9 8 595652
11 9 8 595652
12 9 8 595652
13 9 8 595652
14 9 8 595652
15 9 8 595652
0 10 8 595652
1 10 8 595652
2 10 8 595652
3 10 8 595652
4 10 8 595652
5 10 8 595652
6 10 8 595652
7 10 8 595652
8 10 8 595652
9 10 8 595652
10 10 8 595652
11 10 8 595652
12 10 8 595652
13 10 8 595652
14 10 8 595652
15 10 8 595652
0 11 8 595652
1 11 8 595652
2 11 8 595652
3 11 8 595652
4 11 8 595652
5 11 8 595652
6 11 8 595652
7 11 8 595652
8 11 8 595652
9 11 8 595652
10 11 8 595652
11 11 8 595652
12 11 8 595652
13 11 8 595652
14 11 8 595652
15 11 8 595652
0 12 8 595652
1 12 8 595652
2 12 8 595652
3 12 8 595652
4 12 8 595652
5 12 8 595652
6 12 8 595652
7 12 8 595652
8 12 8 595652
9 12 8 595652
10 12 8 595652
11 12 8 595652
12 12 8 595652
13 12 8 595652
14 12 8 595652
15 12 8 595652
0 13 8 595652
1 13 8 595652
2 13 8 595652
3 13 8 595652
4 13 8 595652
5 13 8 595652
6 13 8 595652
7 13 8 595652
8 13 8 595652
9 13 8 595652
10 13 8 595652
11 13 8 595652
12 13 8 595652
13 13 8 595652
14 13 8 595652
15 13 8 595652
0 14 8 595652
1 14 8 595652
2 14 8 595652
3 14 8 595652
4 14 8 595652
5 14 8 595652
6 14 8 595652
7 14 8 595652
8 14 8 595652
9 14 8 595652
10 14 8 595652
11 14 8 595652
12 14 8 595652
13 14 8 595652
14 14 8 595652
15 14 8 595652
0 15 8 595652
1 15 8 595652
2 15 8 595652
3 15 8 595652
4 15 8 595652
5 15 8 595652
6 15 8 595652
7 15 8 595652
8 15 8 595652
9 15 8 595652
10 15 8 595652
11 15 8 595652
12 15 8 595652
13 15 8 595652
14 15 8 595652
15 15 8 595652
0 0 9 595652
1 0 9 595652
2 0 9 595652
3 0 9 595652
4 0 9 595652
5 0 9 595652
6 0 9 595652
7 0 9 595652
8 0 9 595652
9 0 9 595652
10 0 9 595652
11 0 9 595652
12 0 9 595652
13 0 9 595652
14 0 9 595652
15 0 9 595652
0 1 9 595652
1 1 9 595652
2 1 9 595652
3 1 9 595652
4 1 9 595652
5 1 9 595652
6 1 9 595652
7 1 9 595652
8 1 9 595652
9 1 9 595652
10 1 9 595652
11 1 9 595652
12 1 9 595652
13 1 9 595652
14 1 9 595652
15 1 9 595652
0 2 9 595652
1 2 9 595652
2 2 9 595652
3 2 9 595652
4 2 9 595652
5 2 9 595652
6 2 9 595652
7 2 9 595652
8 2 9 595652
9 2 9 595652
10 2 9 595652
11 2 9 595652
12 2 9 595652
13 2 9 595652
14 2 9 595652
15 2 9 595652
0 3 9 595652
1 3 9 595652
2 3 9 595652
3 3 9 595652
4 3 9 595652
5 3 9 595652
6 3 9 595652
7 3 9 595652
8 3 9 595652
9 3 9 595652
10 3 9 595652
11 3 9 595652
12 3 9 595652
13 3 9 595652
14 3 9 595652
15 3 9 595652
0 4 9 595652
1 4 9 595652
2 4 9 595652
3 4 9 595652
4 4 9 595652
5 4 9 595652
6 4 9 595652
7 4 9 595652
8 4 9 595652
9 4 9 595652
10 4 9 595652
11 4 9 595652
12 4 9 595652
13 4 9 595652
14 4 9 595652
15 4 9 595652
0 5 9 595652
1 5 9 595652
2 5 9 595652
3 5 9 595652
4 5 9 595652
5 5 9 595652
6 5 9 595652
7 5 9 595652
8 5 9 595652
9 5 9 595652
10 5 9 595652
11 5 9 595652
12 5 9 595652
13 5 9 595652
14 5 9 595652
15 5 9 595652
0 6 9 595652
1 6 9 595652
2 6 9 595652
3 6 9 595652
4 6 9 595652
5 6 9 595652
6 6 9 595652
7 6 9 595652
8 6 9 595652
9 6 9 595652
10 6 9 595652
11 6 9 595652
12 6 9 595652
13 6 9 595652
14 6 9 595652
15 6 9 595652
0 7 9 595652
1 7 9 595652
2 7 9 595652
3 7 9 595652
4 7 9 595652
5 7 9 595652
6 7 9 595652
7 7 9 595652
8 7 9 595652
9 7 9 595652
10 7 9 595652
11 7 9 595652
12 7 9 595652
13 7 9 595652
14 7 9 595652
15 7 9 595652
0 8 9 595652
1 8 9 595652
2 8 9 595652
3 8 9 595652
4 8 9 595652
5 8 9 595652
6 8 9 595652
7 8 9 595652
8 8 9 595652
9 8 9 595652
10 8 9 595652
11 8 9 595652
12 8 9 595652
13 8 9 595652
14 8 9 595652
15 8 9 595652
0 9 9 595652
1 9 9 595652
2 9 9 595652
3 9 9 595652
4 9 9 595652
5 9 9 595652
6 9 9 595652
7 9 9 595652
8 9 9 595652
9 9 9 595652
10 9 9 595652
11 9 9 595652
12 9 9 595652
13 9 9 595652
14 9 9 595652
15 9 9 595652
0 10 9 595652
1 10 9 595652
2 10 9 595652
3 10 9 595652
4 10 9 595652
5 10 9 595652
6 10 9 595652
7 10 9 595652
8 10 9 595652
9 10 9 595652
10 10 9 595652
11 10 9 595652
12 10 9 595652
13 10 9 595652
14 10 9 595652
15 10 9 595652
0 11 9 595652
1 11 9 595652
2 11 9 595652
3 11 9 595652
4 11 9 595652
5 11 9 595652
6 11 9 595652
7 11 9 595652
8 11 9 595652
9 11 9 595652
10 11 9 595652
11 11 9 595652
12 11 9 595652
13 11 9 595652
14 11 9 595652
15 11 9 595652
0 12 9 595652
1 12 9 595652
2 12 9 595652
3 12 9 595652
4 12 9 595652
5 12 9 595652
6 12 9 595652
7 12 9 595652
8 12 9 595652
9 12 9 595652
10 12 9 595652
11 12 9 595652
12 12 9 595652
13 12 9 595652
14 12 9 595652
15 12 9 595652
0 13 9 595652
1 13 9 595652
2 13 9 595652
3 13 9 595652
4 13 9 595652
5 13 9 595652
6 13 9 595652
7 13 9 595652
8 13 9 595652
9 13 9 595652
10 13 9 595652
11 13 9 595652
12 13 9 595652
13 13 9 595652
14 13 9 595652
15 13 9 595652
0 14 9 595652
1 14 9 595652
2 14 9 595652
3 14 9 595652
4 14 9 595652
5 14 9 595652
6 14 9 595652
7 14 9 595652
8 14 9 595652
9 14 9 595652
10 14 9 595652
11 14 9 595652
12 14 9 595652
13 14 9 595652
14 14 9 595652
15 14 9 595652
0 15 9 595652
1 15 9 595652
2 15 9 595652
3 15 9 595652
4 15 9 595652
5 15 9 595652
6 15 9 595652
7 15 9 595652
8 15 9 595652
9 15 9 595652
10 15 9 595652
11 15 9 595652
12 15 9 595652
13 15 9 595652
14 15 9 595652
15 15 9 595652
0 0 10 595652
1 0 10 595652
2 0 10 595652
3 0 10 595652
4 0 10 595652
5 0 10 595652
6 0 10 595652
7 0 10 595652
8 0 10 595652
9 0 10 595652
10 0 10 595652
11 0 10 595652
12 0 10 595652
13 0 10 595652
14 0 10 595652
15 0 10 595652
0 1 10 595652
1 1 10 595652
2 1 10 595652
3 1 10 595652
4 1 10 595652
5 1 10 595652
6 1 10 595652
7 1 10 595652
8 1 10 595652
9 1 10 595652
10 1 10 595652
11 1 10 595652
12 1 10 595652
13 1 10 595652
14 1 10 595652
15 1 10 595652
0 2 10 595652
1 2 10 595652
2 2 10 595652
3 2 10 595652
4 2 10 595652
5 2 10 595652
6 2 10 595652
7 2 10 595652
8 2 10 595652
9 2 10 595652
10 2 10 595652
11 2 10 595652
12 2 10 595652
13 2 10 595652
14 2 10 595652
15 2 10 595652
0 3 10 595652
1 3 10 595652
2 3 10 595652
3 3 10 595652
4 3 10 595652
5 3 10 595652
6 3 10 595652
7 3 10 595652
8 3 10 595652
9 3 10 595652
10 3 10 595652
11 3 10 595652
12 3 10 595652
13 3 10 595652
14 3 10 595652
15 3 10 595652
0 4 10 595652
1 4 10 595652
2 4 10 595652
3 4 10 595652
4 4 10 595652
5 4 10 595652
6 4 10 595652
7 4 10 595652
8 4 10 595652
9 4 10 595652
10 4 10 595652
11 4 10 595652
12 4 10 595652
13 4 10 595652
14 4 10 595652
15 4 10 595652
0 5 10 595652
1 5 10 595652
2 5 10 595652
3 5 10 595652
4 5 10 595652
5 5 10 595652
6 5 10 595652
7 5 10 595652
8 5 10 595652
9 5 10 595652
10 5 10 595652
11 5 10 595652
12 5 10 595652
13 5 10 595652
14 5 10 595652
15 5 10 595652
0 6 10 595652
1 6 10 595652
2 6 10 595652
3 6 10 595652
4 6 10 595652
5 6 10 595652
6 6 10 595652
7 6 10 595652
8 6 10 595652
9 6 10 595652
10 6 10 595652
11 6 10 595652
12 6 10 595652
13 6 10 595652
14 6 10 595652
15 6 10 595652
0 7 10 595652
1 7 10 595652
2 7 10 595652
3 7 10 595652
4 7 10 595652
5 7 10 595652
6 7 10 595652
7 7 10 595652
8 7 10 595652
9 7 10 595652
10 7 10 595652
11 7 10 595652
12 7 10 595652
13 7 10 595652
14 7 10 595652
15 7 10 595652
0 8 10 595652
1 8 10 595652
2 8 10 595652
3 8 10 595652
4 8 10 595652
5 8 10 595652
6 8 10 595652
7 8 10 595652
8 8 10 595652
9 8 10 595652
10 8 10 595652
11 8 10 595652
12 8 10 595652
13 8 10 595652
14 8 10 595652
15 8 10 595652
0 9 10 595652
1 9 10 595652
2 9 10 595652
3 9 10 595652
4 9 10 595652
5 9 10 595652
6 9 10 595652
7 9 10 595652
8 9 10 595652
9 9 10 595652
10 9 10 595652
11 9 10 595652
12 9 10 595652
13 9 10 595652
14 9 10 595652
15 9 10 595652
0 10 10 595652
1 10 10 595652
2 10 10 595652
3 10 10 595652
4 10 10 595652
5 10 10 595652
6 10 10 595652
7 10 10 595652
8 10 10 595652
9 10 10 595652
10 10 10 595652
11 10 10 595652
12 10 10 595652
13 10 10 595652
14 10 10 595652
15 10 10 595652
0 11 10 595652
1 11 10 595652
2 11 10 595652
3 11 10 595652
4 11 10 595652
5 11 10 595652
6 11 10 595652
7 11 10 595652
8 11 10 595652
9 11 10 595652
10 11 10 595652
11 11 10 595652
12 11 10 595652
13 11 10 595652
14 11 10 595652
15 11 10 595652
0 12 10 595652
1 12 10 595652
2 12 10 595652
3 12 10 595652
4 12 10 595652
5 12 10 595652
6 12 10 595652
7 12 10 595652
8 12 10 595652
9 12 10 595652
10 12 10 595652
11 12 10 595652
12 12 10 595652
13 12 10 595652
14 12 10 595652
15 12 10 595652
0 13 10 595652
1 13 10 595652
2 13 10 595652
3 13 10 595652
4 13 10 595652
5 13 10 595652
6 13 10 595652
7 13 10 595652
8 13 10 595652
9 13 10 595652
10 13 10 595652
11 13 10 595652
12 13 10 595652
13 13 10 595652
14 13 10 595652
15 13 10 595652
0 14 10 595652
1 14 10 595652
2 14 10 595652
3 14 10 595652
4 14 10 595652
5 14 10 595652
6 14 10 595652
7 14 10 595652
8 14 10 595652
9 14 10 595652
10 14 10 595652
11 14 10 595652
12 14 10 595652
13 14 10 595652
14 14 10 595652
15 14 10 595652
0 15 10 595652
1 15 10 595652
2 15 10 595652
3 15 10 595652
4 15 10 595652
5 15 10 595652
6 15 10 595652
7 15 10 595652
8 15 10 595652
9 15 10 595652
10 15 10 595652
11 15 10 595652
12 15 10 595652
13 15 10 595652
14 15 10 595652
15 15 10 595652
0 0 11 595652
1 0 11 595652
2 0 11 595652
3 0 11 595652
4 0 11 595652
5 0 11 595652
6 0 11 595652
7 0 11 595652
8 0 11 595652
9 0 11 595652
10 0 11 595652
11 0 11 595652
12 0 11 595652
13 0 11 595652
14 0 11 595652
15 0 11 595652
0 1 11 595652
1 1 11 595652
2 1 11 595652
3 1 11 595652
4 1 11 595652
5 1 11 595652
6 1 11 595652
7 1 11 595652
8 1 11 595652
9 1 11 595652
10 1 11 595652
11 1 11 595652
12 1 11 595652
13 1 11 595652
14 1 11 595652
15 1 11 595652
0 2 11 595652
1 2 11 595652
2 2 11 595652
3 2 11 595652
4 2 11 595652
5 2 11 595652
6 2 11 595652
7 2 11 595652
8 2 11 595652
9 2 11 595652
10 2 11 595652
11 2 11 595652
12 2 11 595652
13 2 11 595652
14 2 11 595652
15 2 11 595652
0 3 11 595652
1 3 11 595652
2 3 11 595652
3 3 11 595652
4 3 11 595652
5 3 11 595652
6 3 11 595652
7 3 11 595652
8 3 11 595652
9 3 11 595652
10 3 11 595652
11 3 11 595652
12 3 11 595652
13 3 11 595652
14 3 11 595652
15 3 11 595652
0 4 11 595652
1 4 11 595652
2 4 11 595652
3 4 11 595652
4 4 11 595652
5 4 11 595652
6 4 11 595652
7 4 11 595652
8 4 11 595652
9 4 11 595652
10 4 11 595652
11 4 11 595652
12 4 11 595652
13 4 11 595652
14 4 11 595652
15 4 11 595652
0 5 11 595652
1 5 11 595652
2 5 11 595652
3 5 11 595652
4 5 11 595652
5 5 11 595652
6 5 11 595652
7 5 11 595652
8 5 11 595652
9 5 11 595652
10 5 11 595652
11 5 11 595652
12 5 11 595652
13 5 11 595652
14 5 11 595652
15 5 11 595652
0 6 11 595652
1 6 11 595652
2 6 11 595652
3 6 11 595652
4 6 11 595652
5 6 11 595652
6 6 11 595652
7 6 11 595652
8 6 11 595652
9 6 11 595652
10 6 11 595652
11 6 11 595652
12 6 11 595652
13 6 11 595652
14 6 11 595652
15 6 11 595652
0 7 11 595652
1 7 11 595652
2 7 11 595652
3 7 11 595652
4 7 11 595652
5 7 11 595652
6 7 11 595652
7 7 11 595652
8 7 11 595652
9 7 11 595652
10 7 11 595652
11 7 11 595652
12 7 11 595652
13 7 11 595652
14 7 11 595652
15 7 11 595652
0 8 11 595652
1 8 11 595652
2 8 11 595652
3 8 11 595652
4 8 11 595652
5 8 11 595652
6 8 11 595652
7 8 11 595652
8 8 11 595652
9 8 11 595652
10 8 11 595652
11 8 11 595652
12 8 11 595652
13 8 11 595652
14 8 11 595652
15 8 11 595652
0 9 11 595652
1 9 11 595652
2 9 11 595652
3 9 11 595652
4 9 11 595652
5 9 11 595652
6 9 11 595652
7 9 11 595652
8 9 11 595652
9 9 11 595652
10 9 11 595652
11 9 11 595652
12 9 11 595652
13 9 11 595652
14 9 11 595652
15 9 11 595652
0 10 11 595652
1 10 11 595652
2 10 11 595652
3 10 11 595652
4 10 11 595652
5 10 11 595652
6 10 11 595652
7 10 11 595652
8 10 11 595652
9 10 11 595652
10 10 11 595652
11 10 11 595652
12 10 11 595652
13 10 11 595652
14 10 11 595652
15 10 11 595652
0 11 11 595652
1 11 11 595652
2 11 11 595652
3 11 11 595652
4 11 11 595652
5 11 11 595652
6 11 11 595652
7 11 11 595652
8 11 11 595652
9 11 11 595652
10 11 11 595652
11 11 11 595652
12 11 11 595652
13 11 11 595652
14 11 11 595652
15 11 11 595652
0 12 11 595652
1 12 11 595652
2 12 11 595652
3 12 11 595652
4 12 11 595652
5 12 11 595652
6 12 11 595652
7 12 11 595652
8 12 11 595652
9 12 11 595652
10 12 11 595652
11 12 11 595652
12 12 11 595652
13 12 11 595652
14 12 11 595652
15 12 11 595652
0 13 11 595652
1 13 11 595652
2 13 11 595652
3 13 11 595652
4 13 11 595652
5 13 11 595652
6 13 11 595652
7 13 11 595652
8 13 11 595652
9 13 11 595652
10 13 11 595652
11 13 11 595652
12 13 11 595652
13 13 11 595652
14 13 11 595652
15 13 11 595652
0 14 11 595652
1 14 11 595652
2 14 11 595652
3 14 11 595652
4 14 11 595652
5 14 11 595652
6 14 11 595652
7 14 11 595652
8 14 11 595652
9 14 11 595652
10 14 11 595652
11 14 11 595652
12 14 11 595652
13 14 11 595652
14 14 11 595652
15 14 11 595652
0 15 11 595652
1 15 11 595652
2 15 11 595652
3 15 11 595652
4 15 11 595652
5 15 11 595652
6 15 11 595652
7 15 11 595652
8 15 11 595652
9 15 11 595652
10 15 11 595652
11 15 11 595652
12 15 11 595652
13 15 11 595652
14 15 11 595652
15 15 11 595652
0 0 12 595652
1 0 12 595652
2 0 12 595652
3 0 12 595652
4 0 12 595652
5 0 12 595652
6 0 12 595652
7 0 12 595652
8 0 12 595652
9 0 12 595652
10 0 12 595652
11 0 12 595652
12 0 12 595652
13 0 12 595652
14 0 12 595652
15 0 12 595652
0 1 12 595652
1 1 12 595652
2 1 12 595652
3 1 12 595652
4 1 12 595652
5 1 12 595652
6 1 12 595652
7 1 12 595652
8 1 12 595652
9 1 12 595652
10 1 12 595652
11 1 12 595652
12 1 12 595652
13 1 12 595652
14 1 12 595652
15 1 12 595652
0 2 12 595652
1 2 12 595652
2 2 12 595652
3 2 12 595652
4 2 12 595652
5 2 12 595652
6 2 12 595652
7 2 12 595652
8 2 12 595652
9 2 12 595652
10 2 12 595652
11 2 12 595652
12 2 12 595652
13 2 12 595652
14 2 12 595652
15 2 12 595652
0 3 12 595652
1 3 12 595652
2 3 12 595652
3 3 12 595652
4 3 12 595652
5 3 12 595652
6 3 12 595652
7 3 12 595652
8 3 12 595652
9 3 12 595652
10 3 12 595652
11 3 12 595652
12 3 12 595652
13 3 12 595652
14 3 12 595652
15 3 12 595652
0 4 12 595652
1 4 12 595652
2 4 12 595652
3 4 12 595652
4 4 12 595652
5 4 12 595652
6 4 12 595652
7 4 12 595652
8 4 12 595652
9 4 12 595652
10 4 12 595652
11 4 12 595652
12 4 12 595652
13 4 12 595652
14 4 12 595652
15 4 12 595652
0 5 12 595652
1 5 12 595652
2 5 12 595652
3 5 12 595652
4 5 12 595652
5 5 12 595652
6 5 12 595652
7 5 12 595652
8 5 12 595652
9 5 12 595652
10 5 12 595652
11 5 12 595652
12 5 12 595652
13 5 12 595652
14 5 12 595652
15 5 12 595652
0 6 12 595652
1 6 12 595652
2 6 12 595652
3 6 12 595652
4 6 12 595652
5 6 12 595652
6 6 12 595652
7 6 12 595652
8 6 12 595652
9 6 12 595652
10 6 12 595652
11 6 12 595652
12 6 12 595652
13 6 12 595652
14 6 12 595652
15 6 12 595652
0 7 12 595652
1 7 12 595652
2 7 12 595652
3 7 12 595652
4 7 12 595652
5 7 12 595652
6 7 12 595652
7 7 12 595652
8 7 12 595652
